name,prompt,negative_prompt,category,weight,favorite
"0157 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 70mm short-telephoto lens, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; conversational camera distance; wide environmental framing; 70mm short-telephoto lens; environmental elements framing the subject; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0158 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 28mm moderately wide lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; conversational camera distance; wide environmental framing; 28mm moderately wide lens; clean negative space around the subject; deep focus across the visible environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0159 | Perspective/Direct Rear/Direct Rear Camera — full-figure framing, 24mm wide-angle lens with controlled edge distortion, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; wide scene distance; full-figure framing; 24mm wide-angle lens with controlled edge distortion; asymmetrical cinematic balance; focus locked on the primary subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0160 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 65mm short-portrait lens, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera far enough back to preserve spatial context; cinematic landscape framing; 65mm short-portrait lens; symmetrical visual balance; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0161 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 35mm environmental lens, rule-of-thirds composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera far enough back to preserve spatial context; head-and-shoulders crop; 35mm environmental lens; rule-of-thirds composition; deep focus across the visible environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0162 | Perspective/Direct Rear/Direct Rear Camera — vertical editorial framing, 85mm portrait lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; vertical editorial framing; 85mm portrait lens; clean negative space around the subject; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0163 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 135mm telephoto lens, rule-of-thirds composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; wide scene distance; head-and-shoulders crop; 135mm telephoto lens; rule-of-thirds composition; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0164 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 135mm telephoto lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; close camera distance; wide environmental framing; 135mm telephoto lens; strong leading lines toward the subject; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0165 | Perspective/Direct Rear/Direct Rear Camera — vertical editorial framing, 105mm compressed portrait lens, foreground-to-background depth layering","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; vertical editorial framing; 105mm compressed portrait lens; foreground-to-background depth layering; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0166 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 105mm compressed portrait lens, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; moderate camera distance; head-and-shoulders crop; 105mm compressed portrait lens; centred composition; clean edge separation around the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0167 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 135mm telephoto lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; environmental portrait distance; wide environmental framing; 135mm telephoto lens; strong leading lines toward the subject; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0168 | Perspective/Direct Rear/Direct Rear Camera — three-quarter-length crop, 28mm moderately wide lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera close enough to retain material texture; three-quarter-length crop; 28mm moderately wide lens; strong leading lines toward the subject; focus weighted toward facial detail when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0169 | Perspective/Direct Rear/Direct Rear Camera — three-quarter-length crop, 70mm short-telephoto lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera close enough to retain material texture; three-quarter-length crop; 70mm short-telephoto lens; strong leading lines toward the subject; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0170 | Perspective/Direct Rear/Direct Rear Camera — full-figure framing, 50mm standard lens, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; wide scene distance; full-figure framing; 50mm standard lens; symmetrical visual balance; shallow depth of field with clean subject separation; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0171 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 40mm natural-perspective lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; full-figure camera distance; wide environmental framing; 40mm natural-perspective lens; asymmetrical cinematic balance; clean edge separation around the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0172 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 70mm short-telephoto lens, foreground-to-background depth layering","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; head-and-shoulders crop; 70mm short-telephoto lens; foreground-to-background depth layering; clean edge separation around the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0173 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 70mm short-telephoto lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; wide scene distance; cinematic landscape framing; 70mm short-telephoto lens; asymmetrical cinematic balance; shallow depth of field with clean subject separation; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0174 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 50mm standard lens, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; head-and-shoulders crop; 50mm standard lens; centred composition; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0175 | Perspective/Direct Rear/Direct Rear Camera — balanced square framing, 24mm wide-angle lens with controlled edge distortion, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; balanced square framing; 24mm wide-angle lens with controlled edge distortion; asymmetrical cinematic balance; shallow depth of field with clean subject separation; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0176 | Perspective/Direct Rear/Direct Rear Camera — tight portrait crop, 135mm telephoto lens, slightly off-centre editorial composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; tight portrait crop; 135mm telephoto lens; slightly off-centre editorial composition; foreground softly separated from the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0177 | Perspective/Direct Rear/Direct Rear Camera — medium crop, 50mm standard lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; close camera distance; medium crop; 50mm standard lens; clean negative space around the subject; focus weighted toward facial detail when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0178 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 24mm wide-angle lens with controlled edge distortion, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera far enough back to preserve spatial context; cinematic landscape framing; 24mm wide-angle lens with controlled edge distortion; symmetrical visual balance; clean edge separation around the subject; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0179 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 65mm short-portrait lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; full-figure camera distance; cinematic landscape framing; 65mm short-portrait lens; strong leading lines toward the subject; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0180 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 24mm wide-angle lens with controlled edge distortion, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera distance balanced between subject and environment; cinematic landscape framing; 24mm wide-angle lens with controlled edge distortion; asymmetrical cinematic balance; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0181 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 35mm environmental lens, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera close enough to retain material texture; cinematic landscape framing; 35mm environmental lens; symmetrical visual balance; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0182 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 105mm compressed portrait lens, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; full-figure camera distance; head-and-shoulders crop; 105mm compressed portrait lens; environmental elements framing the subject; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0183 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 105mm compressed portrait lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera close enough to retain material texture; wide environmental framing; 105mm compressed portrait lens; clean negative space around the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0184 | Perspective/Direct Rear/Direct Rear Camera — tight portrait crop, 24mm wide-angle lens with controlled edge distortion, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; moderate camera distance; tight portrait crop; 24mm wide-angle lens with controlled edge distortion; strong leading lines toward the subject; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0185 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 70mm short-telephoto lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera far enough back to preserve spatial context; wide environmental framing; 70mm short-telephoto lens; asymmetrical cinematic balance; deep focus across the visible environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0186 | Perspective/Direct Rear/Direct Rear Camera — tight portrait crop, 35mm environmental lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; environmental portrait distance; tight portrait crop; 35mm environmental lens; minimal uncluttered composition; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0187 | Perspective/Direct Rear/Direct Rear Camera — balanced square framing, 40mm natural-perspective lens, rule-of-thirds composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; wide scene distance; balanced square framing; 40mm natural-perspective lens; rule-of-thirds composition; focus weighted toward clothing and surface texture; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0188 | Perspective/Direct Rear/Direct Rear Camera — balanced square framing, 65mm short-portrait lens, rule-of-thirds composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; intimate portrait distance; balanced square framing; 65mm short-portrait lens; rule-of-thirds composition; deep focus across the visible environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0189 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 28mm moderately wide lens, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; full-figure camera distance; wide environmental framing; 28mm moderately wide lens; environmental elements framing the subject; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0190 | Perspective/Direct Rear/Direct Rear Camera — wide environmental framing, 105mm compressed portrait lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; full-figure camera distance; wide environmental framing; 105mm compressed portrait lens; minimal uncluttered composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0191 | Perspective/Direct Rear/Direct Rear Camera — head-and-shoulders crop, 40mm natural-perspective lens, foreground-to-background depth layering","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera far enough back to preserve spatial context; head-and-shoulders crop; 40mm natural-perspective lens; foreground-to-background depth layering; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0192 | Perspective/Direct Rear/Direct Rear Camera — cinematic landscape framing, 24mm wide-angle lens with controlled edge distortion, rule-of-thirds composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; camera close enough to retain material texture; cinematic landscape framing; 24mm wide-angle lens with controlled edge distortion; rule-of-thirds composition; deep focus across the visible environment; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
"0193 | Perspective/Direct Rear/Direct Rear Camera — three-quarter-length crop, 85mm portrait lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera positioned directly behind the primary subject, optical axis aligned with the rear-facing side, back-facing silhouette given visual priority, facial features not presented to the camera; close camera distance; three-quarter-length crop; 85mm portrait lens; clean negative space around the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","front-facing camera placement, visible frontal face, direct eye contact, mirror view, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Direct Rear,1,False
