index,name,prompt,negative_prompt,category,weight,favorite
47,"Open On A Detail Shot Of Fabric and Jewelry, Then Pull Out To The Full Outfit; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Open on a detail shot of fabric and jewelry, then pull out to the full outfit; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
48,"Open On A Detail Shot Of Fabric and Jewelry, Then Pull Out To The Full Outfit; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup","Open on a detail shot of fabric and jewelry, then pull out to the full outfit; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
49,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Minimal Monochrome Tailoring with Sleek Hair and Natural Makeup","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in minimal monochrome tailoring with sleek hair and natural makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
50,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Romantic Satin Evening Dress with Pearl Jewelry and Soft Waves","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in romantic satin evening dress with pearl jewelry and soft waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
51,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Modern Black Clubwear with Silver Accents and A Structured Bob","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in modern black clubwear with silver accents and a structured bob. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
52,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Cyber-Goth Fashion with Reflective Trim and A Stable High Ponytail","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in cyber-goth fashion with reflective trim and a stable high ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
53,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Resort Swimwear with A Linen Cover-Up and Beach Waves","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in resort swimwear with a linen cover-up and beach waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
54,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Soft Bridal Fashion with A Low Chignon and Luminous Makeup","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in soft bridal fashion with a low chignon and luminous makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
55,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
56,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
57,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Velvet Evening Suit with Sculptural Earrings and Smoky Eye Makeup","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in velvet evening suit with sculptural earrings and smoky eye makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
58,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Lace-Trim Boudoir Robe Over Opaque Sleepwear with A Polished Updo","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in lace-trim boudoir robe over opaque sleepwear with a polished updo. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
59,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
60,"Begin with A Static Silhouette, Then Reveal Garment Texture Under Soft Moving Light; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup","Begin with a static silhouette, then reveal garment texture under soft moving light; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
61,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Minimal Monochrome Tailoring with Sleek Hair and Natural Makeup","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in minimal monochrome tailoring with sleek hair and natural makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
62,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Romantic Satin Evening Dress with Pearl Jewelry and Soft Waves","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in romantic satin evening dress with pearl jewelry and soft waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
63,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Modern Black Clubwear with Silver Accents and A Structured Bob","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in modern black clubwear with silver accents and a structured bob. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
64,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Cyber-Goth Fashion with Reflective Trim and A Stable High Ponytail","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in cyber-goth fashion with reflective trim and a stable high ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
65,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Resort Swimwear with A Linen Cover-Up and Beach Waves","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in resort swimwear with a linen cover-up and beach waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
66,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Soft Bridal Fashion with A Low Chignon and Luminous Makeup","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in soft bridal fashion with a low chignon and luminous makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
67,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
68,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
69,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Velvet Evening Suit with Sculptural Earrings and Smoky Eye Makeup","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in velvet evening suit with sculptural earrings and smoky eye makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
70,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Lace-Trim Boudoir Robe Over Opaque Sleepwear with A Polished Updo","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in lace-trim boudoir robe over opaque sleepwear with a polished updo. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
71,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
72,"Start with A Seated Editorial Pose, Then Rise Once Into A Stable Standing Pose; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup","Start with a seated editorial pose, then rise once into a stable standing pose; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
73,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Minimal Monochrome Tailoring with Sleek Hair and Natural Makeup","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in minimal monochrome tailoring with sleek hair and natural makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
74,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Romantic Satin Evening Dress with Pearl Jewelry and Soft Waves","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in romantic satin evening dress with pearl jewelry and soft waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
75,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Modern Black Clubwear with Silver Accents and A Structured Bob","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in modern black clubwear with silver accents and a structured bob. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
76,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Cyber-Goth Fashion with Reflective Trim and A Stable High Ponytail","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in cyber-goth fashion with reflective trim and a stable high ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
77,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Resort Swimwear with A Linen Cover-Up and Beach Waves","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in resort swimwear with a linen cover-up and beach waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
78,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Soft Bridal Fashion with A Low Chignon and Luminous Makeup","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in soft bridal fashion with a low chignon and luminous makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
79,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
80,"Begin On The Footwear, Tilt Up Slowly To The Complete Coordinated Look; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Begin on the footwear, tilt up slowly to the complete coordinated look; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Director Presets,1.0,False
