name,prompt,negative_prompt,category,weight,favorite
2707 | Pose | Seated/Reclined Seat - Upward Focus,"seated in a gentle recline, shoulders supported, knees bent and feet placed comfortably, eyes angled upward, chest subtly lifted, neck extended","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
2708 | Location | Real Haunted Places/Australia/Monte Cristo Homestead — Blue Hour,"Monte Cristo Homestead, the historic homestead at Junee, ornate veranda, period rooms, old staircase and rural New South Wales grounds, during blue hour, cool ambient light, architectural detail retained, light ground mist, respectful documentary-horror atmosphere and a carefully composed wide view, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Location/Real Haunted Places/Australia,1.0,False
2709 | Subject | People / Adventure / Arctic Researcher — Young Adult Man,"adult man in his twenties, confident and capable, arctic researcher, insulated expedition gear, collecting samples in severe cold, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur",Subject/People / Adventure,1,
2710 | Location | Everyday & Commercial/University Lecture Hall - Late Afternoon,"inside a university lecture hall with tiered seating, long desks, projection screen and central aisle, in late afternoon with warm side light, long shadows and glowing surfaces","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Everyday & Commercial,1.0,False
2711 | Clothing | Female/Unbranded/Underwear - Look 11 / Hair 03,"wire-free comfort bra with wide band and matching boyleg briefs, high ponytail with smooth crown and wrapped base, soft material texture, accurate strap construction, clean edges and practical fit","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Underwear,1.0,False
2712 | Character | Real Male/Creator Host/David Attenborough,"David Attenborough, Male public figure portrait reference, safe editorial portrait reference, recognizable likeness from widely known public imagery, nature broadcaster portrait, gentle wise expression, documentary lighting, clear face reference, natural skin texture, clothed portrait framing, category tag: Real Male/Creator Host","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
2713 | Clothing | Female/Unbranded/Swimwear - Look 21 / Hair 07,"tankini with fitted top, narrow straps and low-rise bikini bottoms, shoulder-length blunt bob with tucked sides, realistic garment tension, tidy stitching, consistent colour palette and clear silhouette","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Swimwear,1.0,False
2714 | Character | Real Female/Popular Under 40/Mrunal Thakur,"Mrunal Thakur, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2715 | Character | Character/Anime & Manga/Annie Leonhart,"Annie Leonhart, Anime and manga, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2716 | Clothing | Female/Active & Outdoor/Arc'teryx - Fleece Layer + Leggings And Runners,"Arc'teryx high-pile technical fleece with reinforced panels, zipped pockets, and clean woven label, supportive high-rise leggings, branded running shoes, compact belt bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Active & Outdoor,1.0,False
2717 | Character | Real Female/Actor Japanese/Yui Aragaki,"Yui Aragaki, Yui Aragaki likeness reference,  Real Female/Actor Japanese, photogenic editorial portrait, recognizable face and signature public-image cues, cinematic editorial portrait, polished entertainment-industry styling, high-recognition public figure look,  natural skin texture, accurate facial likeness, ","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
2718 | Clothing | Female/Unbranded/Underwear - Look 17 / Hair 08,"soft-cup bra with contrast edging and matching bikini briefs, short textured pixie cut with soft fringe, subtle tonal coordination, natural folds, consistent garment structure and polished finishing","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Underwear,1.0,False
2719 | Location | Horror Film & TV/USCSS Nostromo Corridors — After Midnight,"USCSS Nostromo Corridors, the industrial spaceship corridors from Alien, ribbed bulkheads, exposed pipes, warning lights, dripping condensation and claustrophobic junctions, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Horror Film & TV,1.0,False
2720 | Clothing | Female/Business/Gucci - Waistcoat + Pencil Skirt,"Gucci tailored waistcoat with shaped seams, polished buttons, and a clean fitted line, clean pencil skirt, slingback heels, slim leather belt, faithful brand proportions, authentic hardware, believable folds, clean garment separation","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Business,1.0,False
2721 | Location | United Kingdom/Brighton Palace Pier - Late Afternoon,"Brighton Palace Pier extending over the English Channel, ornate white ironwork, amusement structures, pebble beach and broad seaside promenade, in late afternoon, warm side light, long shadows and glowing architectural detail","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United Kingdom,1.0,False
2722 | Character | Real Male/Musician/Bruce Lee,"Bruce Lee, Male public figure portrait reference, safe editorial portrait reference, recognizable likeness from widely known public imagery, martial arts and cinema icon portrait, lean athletic build, intense focus, clear face reference, natural skin texture, clothed portrait framing, category tag: Real Male/Musician","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
2723 | Character | Character/DC/Supergirl / Kara Zor-El — Classic Canon,"Supergirl / Kara Zor-El — Classic Canon, DC Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2724 | Pose | Dynamic/Jump Tuck - Downward Drive,"airborne in a compact tuck, knees drawn upward, toes pointed, arms balancing the motion, chin lowered, core compressed, movement directed strongly downward","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Dynamic,1.0,False
2725 | Clothing | Female/Polished Culture/New York Editorial - Dress Ensemble / Sleek Collarbone Bob - Day Finish,"adult woman, sharp monochrome fashion, architectural coat and refined statement accessories, a refined midi dress with defined waist, elegant outer layer, coordinated bag and delicate jewellery, sleek collarbone-length bob with controlled movement, camel, black and warm ivory palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Female/New York Editorial,1,False
2726 | Location | Egypt/Giza Pyramids - Clear Morning,"Giza pyramid complex, Great Pyramid, smaller pyramids, limestone plateau, desert tracks, distant Cairo haze, on a clear morning, crisp rock texture, pale blue sky, clean dry air","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Egypt,1.0,False
2727 | Subject | Horror / containment-tank humanoid — Uncanny,"an uncanny containment-tank humanoid with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Horror / Laboratory subjects,1,
2728 | Location | Horror Film & TV/Saeki House — Cinematic Dusk,"Saeki House, the compact Tokyo house from Ju-On, narrow wooden stairs, tatami rooms, sliding doors and oppressive domestic silence, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Horror Film & TV,1.0,False
2729 | Action | Lifestyle/Taking a Photograph - Cautious,"raising a camera, setting focus and composing a deliberate frame, movement cautious and quiet, weight distributed for immediate reaction","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Lifestyle,1.0,False
2730 | Pose | Lifestyle/Record Store Crouch - Hands Emphasis,"crouching to inspect a lower record bin with balanced feet and straight back, fingers separated naturally and hand placement clearly visible","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
2731 | Clothing | Male/Underwear/Ralph Lauren - Relaxed Boxer + Everyday Finish,"Ralph Lauren relaxed woven boxers with button fly, soft waistband, and refined branded label, smooth stretch cotton, flatlock seams, clean elastic edges, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Underwear,1.0,False
2732 | Pose | Editorial/Hands in Pockets - Candid,"standing naturally with both hands in pockets and subtle asymmetry through the shoulders, natural unposed facial expression and small believable posture imperfections","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Editorial,1.0,False
2733 | Character | Character/Anime & Manga/Father / Fullmetal Alchemist,"Father / Fullmetal Alchemist, Anime and manga, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2734 | Character | Real Male/Popular Under 40/Mrwhosetheboss,"Mrwhosetheboss, adult creator, recognisable likeness from widely known public imagery, high-end digital-creator portrait, recognisable public-facing style, modern studio or lifestyle presentation, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Male/Creator","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2735 | Action | Fitness/Yoga Warrior Hold - Final Rep,"holding a long lunge with arms extended in opposite directions, hips anchored, effort high but alignment maintained, breathing controlled","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Fitness,1.0,False
2736 | Subject | People / Historical / 1960S London Designer — Elegant Woman,"adult woman with polished elegant presence, 1960s London designer, mod-era clothing and sketch portfolio, creating a bold new fashion line, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur",Subject/People / Historical,1,
2737 | Pose | Cinematic/Doorway Silhouette - Profile,"framed in a doorway with strong silhouette and cautious forward weight, head turned to a clean profile, neck lengthened and eyes focused ahead","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Cinematic,1.0,False
2738 | Location | United Kingdom/Radcliffe Camera And Oxford High Street - Late Afternoon,"Radcliffe Camera and surrounding Oxford college architecture, honey-coloured stone, bicycles, narrow lanes and scholarly English atmosphere, in late afternoon, warm side light, long shadows and glowing architectural detail","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United Kingdom,1.0,False
2739 | Subject | Horror / organic machine hybrid — Gothic,"a gothic interpretation of organic machine hybrid, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Horror / Body horror,1,
2740 | Clothing | Male/Streetwear/Carhartt WIP - Technical Track Jacket + Baggy Denim,"Carhartt WIP technical track jacket with contrast taping, breathable panels, and precise branding, baggy washed denim, retro basketball sneakers, ribbed socks, faithful brand proportions, authentic hardware, believable folds, clean garment separation","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
2741 | Clothing | Male/Business/Gucci - Single Breasted Suit Jacket + Travel Suiting,"Gucci single-breasted suit jacket with precise notch lapels, shaped waist, and premium buttons, crease-resistant tailored trousers, minimalist leather sneakers, compact work bag, crisp embroidery and labels, practical construction, refined fit, consistent material response","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Business,1.0,False
2742 | Action | Self Care/Folding A Scarf - One Hand Support,"folding a scarf lengthwise, hands spreading the fabric flat, one hand stabilising while the other performs the adjustment","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Self Care,1.0,False
2743 | Character | Character/Video Game/Revali — Classic Canon,"Revali — Classic Canon, Video game, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2744 | Clothing | Male/Underwear/Bonds - Trunk + Everyday Finish,"Bonds short-leg trunks with soft stretch fabric, bonded hems, and clean logo waistband, smooth stretch cotton, flatlock seams, clean elastic edges, precise seams and fasteners, premium material texture, balanced layering, polished styling","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Underwear,1.0,False
2745 | Subject | Car / BMW M3 G80 — Three-Quarter Form,"a BMW M3 G80 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Cars / BMW M,1,
2746 | Clothing | Male/Polished Culture/Nashville Western - Smart Casual / Braided Style - Evening Finish,"adult man, tailored western shirt, dark denim, polished boots and subtle silver hardware, a refined shirt or polo, lightweight jacket, clean trousers and understated accessories, precise braided style with clean scalp detail, earth tones, black and bronze palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Nashville Western,1,False
2747 | Character | Real Female/Actor Hollywood/Madelyn Cline,"Madelyn Cline, Madelyn Cline likeness reference,  Real Female/Actor Hollywood, photogenic editorial portrait, recognizable face and signature public-image cues, red carpet editorial portrait, cinematic celebrity photograph, modern fashion styling,  natural skin texture, accurate facial likeness, ","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
2748 | Clothing | Unisex/Polished Culture/California Minimal - Oversized Tailoring / Locs - Evening Finish,"adult subject, relaxed premium basics, light layers and understated contemporary footwear, an oversized blazer or coat, clean knit, wide trousers and sculptural footwear, well-defined locs with realistic texture, earth tones, black and gold palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise construction, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Unisex/California Minimal,1,False
2749 | Character | Real Public Figure/Kathryn Newton — Prestige Editorial,"Kathryn Newton, prestige magazine editorial with restrained luxury wardrobe and sculpted studio light, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2750 | Action | Self Care/Tying Shoelaces - One Hand Support,"bending toward a shoe while forming a lace loop with both hands, one hand stabilising while the other performs the adjustment","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Self Care,1.0,False
2751 | Character | Character/DC/Atlanna — Classic Canon,"Atlanna — Classic Canon, DC Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2752 | Action | Office & Study/Reading A Report - Rapid Workflow,"holding an open report at chest height, one finger tracking a line of text, hands moving briskly between tools and documents","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Office & Study,1.0,False
2753 | Location | Home & Rooms/Breakfast Nook - After Rain,"a breakfast nook with corner bench, round table, cushions, window light and open kitchen nearby, just after rain with wet surfaces, clean air, small reflections and saturated colours","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Home & Rooms,1.0,False
2754 | Location | Everyday & Commercial/Fast Food Counter - Quiet,"at a fast-food counter with illuminated menu boards, tiled floor, ordering kiosks and tray collection point, during a quiet empty period with uncluttered sightlines and still atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Everyday & Commercial,1.0,False
2755 | Location | Thailand/Chiang Mai Old City - Clear Morning,"Chiang Mai Old City, weathered brick walls, temple roofs, narrow lanes, lanterns, leafy courtyards, on a clear morning, crisp masonry, open courtyards, clean architectural detail","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Thailand,1.0,False
2756 | Clothing | Female/Swimwear/Zimmermann - Triangle Bikini + Resort Layer,"Zimmermann triangle bikini top with adjustable straps and matching low-rise bottoms, lightweight branded sarong, leather slides, woven beach tote, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Swimwear,1.0,False
2757 | Pose | Dynamic/Split Leap - Flowing Curves,"airborne in a long split-style leap, front and rear legs extended, torso lifted, arms and torso creating continuous curves, transitions smooth","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Dynamic,1.0,False
2758 | Location | Unusual Places/On A Pool Table - Clear Morning,"on a felt pool table with scattered balls, cue rack, overhead lamp and game room around it, on a clear morning with crisp detail, fresh light and calm atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Unusual Places,1.0,False
2759 | Character | Fantasy Character/Labyrinth and Dark Crystal/Jen the Gelfling,"Jen the Gelfling, iconic fictional fantasy character, faithful signature silhouette, costume and defining props associated with Jen the Gelfling, unmistakable high-recognition identity, coherent anatomy, precise costume construction, believable materials, polished prestige fantasy lighting","generic fantasy substitute, wrong identity, inaccurate signature features, modern clothing, incorrect costume, missing props, duplicate limbs, malformed hands, extra fingers, wrong scale, text, watermark, low detail, blur",Character/Character,1,
2760 | Pose | Dynamic/Mid Step - Rightward Focus,"captured in a natural mid-step, front foot reaching forward, rear heel lifting, arms counterbalancing, head and shoulders leading slightly right, lower body counterbalancing","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Dynamic,1.0,False
2761 | Subject | Fantasy / moon elf guardian — Ancient,"an ancient moon elf guardian bearing weathered details, symbolic ornament and a strong recognisable form","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Fantasy / Elves,1,
2762 | Action | Travel/Airport Departure - Emotional,"pulling a suitcase while checking the departure board, strong restrained emotion carried through face and body without obscuring the action","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Travel,1.0,False
2763 | Pose | Action/Shield Brace - Hands Emphasis,"bracing behind a shield with lowered centre of gravity and controlled tension, fingers separated naturally and hand placement clearly visible","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Action,1.0,False
2764 | Pose | Lifestyle/Kitchen Counter - Upward Focus,"leaning at a kitchen counter with one hand resting beside prepared ingredients, eyes lifted slightly upward with chest subtly expanded","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
2765 | Action | Fantasy/Opening a Portal - Cinematic,"drawing a circular magical gesture as light forms in space, staged with clean cinematic blocking, clear silhouette and realistic motion","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Fantasy,1.0,False
2766 | Character | Comic Character/Doctor Strange,"Doctor Strange, red cloak, goatee, mystic sorcerer, glowing magic sigils, recognizable character reference, accurate signature outfit, accurate color palette, strong silhouette, high-recognition character trigger","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, wrong outfit, wrong colors, generic face, unrecognizable character, text artifacts, watermark, logo artifacts",Character/Character,1,
2767 | Pose | Seated/Bench Lean Back - Light Tension,"seated on a bench with hands braced behind, chest lifted, legs extended at a relaxed angle, core engaged, chin slightly lifted, posture controlled without stiffness","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
2768 | Clothing | Male/UK & US Culture/Los Angeles Streetwear - Navy and cream,"cropped bomber over a clean hoodie, loose utility trousers and premium low-profile sneakers, navy, cream and soft grey palette, restrained silver hardware, authentic fabric texture, precise seams and fasteners, natural drape, coordinated footwear, believable accessories, clean silhouette, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, watermark, low detail, blur",Clothing/Male/UK & US Culture,1.0,False
2769 | Character | Character/Marvel/Hope Summers,"Hope Summers, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
