name,category,prompt,negative_prompt
zebra shark — Clear Identity,Sharks and rays,"a zebra shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rainbow trout — Clear Identity,Fish,"a rainbow trout as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dragonfly — Clear Identity,Insects,"a dragonfly as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
giant forest scorpion — Clear Identity,Arachnids,"a giant forest scorpion as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Parasaurolophus — Clear Identity,Prehistoric animals,"a Parasaurolophus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impala — Clear Identity,African wildlife,"a impala as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clouded leopard — Clear Identity,Big cats,"a clouded leopard as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
golden jackal — Clear Identity,Wild canines,"a golden jackal as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
giant panda — Clear Identity,Bears,"a giant panda as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
proboscis monkey — Clear Identity,Primates,"a proboscis monkey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
saiga antelope — Clear Identity,Hoofed animals,"a saiga antelope as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sugar glider — Clear Identity,Australian wildlife,"a sugar glider as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
domestic goose — Clear Identity,Farm animals,"a domestic goose as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Siamese cat — Clear Identity,Domestic pets,"a Siamese cat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mandarin duck — Clear Identity,Birds,"a mandarin duck as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowy owl — Clear Identity,Birds of prey,"a snowy owl as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Galapagos tortoise — Clear Identity,Reptiles,"a Galapagos tortoise as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cane toad — Clear Identity,Amphibians,"a cane toad as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
walrus — Clear Identity,Marine mammals,"a walrus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
giant manta ray — Clear Identity,Sharks and rays,"a giant manta ray as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bluefin tuna — Clear Identity,Fish,"a bluefin tuna as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
honey bee — Clear Identity,Insects,"a honey bee as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
whip scorpion — Clear Identity,Arachnids,"a whip scorpion as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Carnotaurus — Clear Identity,Prehistoric animals,"a Carnotaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
greater kudu — Clear Identity,African wildlife,"a greater kudu as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Eurasian lynx — Clear Identity,Big cats,"a Eurasian lynx as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
maned wolf — Clear Identity,Wild canines,"a maned wolf as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
golden snub-nosed monkey — Clear Identity,Primates,"a golden snub-nosed monkey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Przewalski's horse — Clear Identity,Hoofed animals,"a Przewalski's horse as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
numbat — Clear Identity,Australian wildlife,"a numbat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
llama — Clear Identity,Farm animals,"a llama as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
British shorthair cat — Clear Identity,Domestic pets,"a British shorthair cat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
toucan — Clear Identity,Birds,"a toucan as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Eurasian eagle-owl — Clear Identity,Birds of prey,"a Eurasian eagle-owl as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
king cobra — Clear Identity,Reptiles,"a king cobra as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
purple frog — Clear Identity,Amphibians,"a purple frog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
southern elephant seal — Clear Identity,Marine mammals,"a southern elephant seal as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blue-spotted stingray — Clear Identity,Sharks and rays,"a blue-spotted stingray as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
barracuda — Clear Identity,Fish,"a barracuda as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bumblebee — Clear Identity,Insects,"a bumblebee as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harvestman — Clear Identity,Arachnids,"a harvestman as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Allosaurus — Clear Identity,Prehistoric animals,"a Allosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
eland — Clear Identity,African wildlife,"a eland as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
caracal — Clear Identity,Big cats,"a caracal as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dhole — Clear Identity,Wild canines,"a dhole as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
capuchin monkey — Clear Identity,Primates,"a capuchin monkey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wild boar — Clear Identity,Hoofed animals,"a wild boar as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bilby — Clear Identity,Australian wildlife,"a bilby as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
alpaca — Clear Identity,Farm animals,"a alpaca as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bengal cat — Clear Identity,Domestic pets,"a Bengal cat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hummingbird — Clear Identity,Birds,"a hummingbird as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
secretary bird — Clear Identity,Birds of prey,"a secretary bird as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ball python — Clear Identity,Reptiles,"a ball python as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour seal — Clear Identity,Marine mammals,"a harbour seal as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sawfish — Clear Identity,Sharks and rays,"a sawfish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
anglerfish — Clear Identity,Fish,"a anglerfish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ladybird beetle — Clear Identity,Insects,"a ladybird beetle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mosasaurus — Clear Identity,Prehistoric animals,"a Mosasaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
springbok — Clear Identity,African wildlife,"a springbok as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
serval — Clear Identity,Big cats,"a serval as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
raccoon dog — Clear Identity,Wild canines,"a raccoon dog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
siamang — Clear Identity,Primates,"a siamang as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mountain goat — Clear Identity,Hoofed animals,"a mountain goat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wallaby — Clear Identity,Australian wildlife,"a wallaby as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
donkey — Clear Identity,Farm animals,"a donkey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
domestic rabbit — Clear Identity,Domestic pets,"a domestic rabbit as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
superb lyrebird — Clear Identity,Birds,"a superb lyrebird as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Andean condor — Clear Identity,Birds of prey,"a Andean condor as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
gaboon viper — Clear Identity,Reptiles,"a gaboon viper as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sea otter — Clear Identity,Marine mammals,"a sea otter as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
coelacanth — Clear Identity,Fish,"a coelacanth as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
leaf insect — Clear Identity,Insects,"a leaf insect as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Plesiosaurus — Clear Identity,Prehistoric animals,"a Plesiosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
warthog — Clear Identity,African wildlife,"a warthog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bighorn sheep — Clear Identity,Hoofed animals,"a bighorn sheep as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cassowary — Clear Identity,Australian wildlife,"a cassowary as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Clydesdale horse — Clear Identity,Farm animals,"a Clydesdale horse as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ferret — Clear Identity,Domestic pets,"a ferret as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
kookaburra — Clear Identity,Birds,"a kookaburra as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
thorny devil — Clear Identity,Reptiles,"a thorny devil as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ocean sunfish — Clear Identity,Fish,"a ocean sunfish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
walking stick insect — Clear Identity,Insects,"a walking stick insect as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
woolly mammoth — Clear Identity,Prehistoric animals,"a woolly mammoth as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
meerkat — Clear Identity,African wildlife,"a meerkat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
okapi — Clear Identity,Hoofed animals,"a okapi as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
emu — Clear Identity,Australian wildlife,"a emu as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Shetland pony — Clear Identity,Farm animals,"a Shetland pony as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
guinea pig — Clear Identity,Domestic pets,"a guinea pig as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bird-of-paradise — Clear Identity,Birds,"a bird-of-paradise as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
tuatara — Clear Identity,Reptiles,"a tuatara as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pufferfish — Clear Identity,Fish,"a pufferfish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cicada — Clear Identity,Insects,"a cicada as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sabre-toothed cat — Clear Identity,Prehistoric animals,"a sabre-toothed cat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
aardvark — Clear Identity,African wildlife,"a aardvark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
giant ground sloth — Clear Identity,Prehistoric animals,"a giant ground sloth as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pangolin — Clear Identity,African wildlife,"a pangolin as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dodo — Clear Identity,Prehistoric animals,"a dodo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
African elephant — Natural Detail,African wildlife,"a African elephant with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
African lion — Natural Detail,Big cats,"a African lion with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
grey wolf — Natural Detail,Wild canines,"a grey wolf with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
brown bear — Natural Detail,Bears,"a brown bear with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
western gorilla — Natural Detail,Primates,"a western gorilla with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moose — Natural Detail,Hoofed animals,"a moose with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
red kangaroo — Natural Detail,Australian wildlife,"a red kangaroo with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Holstein cow — Natural Detail,Farm animals,"a Holstein cow with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
golden retriever — Natural Detail,Domestic pets,"a golden retriever with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
peacock — Natural Detail,Birds,"a peacock with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bald eagle — Natural Detail,Birds of prey,"a bald eagle with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
saltwater crocodile — Natural Detail,Reptiles,"a saltwater crocodile with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
red-eyed tree frog — Natural Detail,Amphibians,"a red-eyed tree frog with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blue whale — Natural Detail,Marine mammals,"a blue whale with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
great white shark — Natural Detail,Sharks and rays,"a great white shark with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clownfish — Natural Detail,Fish,"a clownfish with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
monarch butterfly — Natural Detail,Insects,"a monarch butterfly with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
peacock spider — Natural Detail,Arachnids,"a peacock spider with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Tyrannosaurus rex — Natural Detail,Prehistoric animals,"a Tyrannosaurus rex with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
African buffalo — Natural Detail,African wildlife,"a African buffalo with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bengal tiger — Natural Detail,Big cats,"a Bengal tiger with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
red wolf — Natural Detail,Wild canines,"a red wolf with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
grizzly bear — Natural Detail,Bears,"a grizzly bear with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
chimpanzee — Natural Detail,Primates,"a chimpanzee with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elk — Natural Detail,Hoofed animals,"a elk with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
eastern grey kangaroo — Natural Detail,Australian wildlife,"a eastern grey kangaroo with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Highland cattle — Natural Detail,Farm animals,"a Highland cattle with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
German shepherd — Natural Detail,Domestic pets,"a German shepherd with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flamingo — Natural Detail,Birds,"a flamingo with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
golden eagle — Natural Detail,Birds of prey,"a golden eagle with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
American alligator — Natural Detail,Reptiles,"a American alligator with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
poison dart frog — Natural Detail,Amphibians,"a poison dart frog with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
humpback whale — Natural Detail,Marine mammals,"a humpback whale with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
tiger shark — Natural Detail,Sharks and rays,"a tiger shark with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blue tang — Natural Detail,Fish,"a blue tang with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blue morpho butterfly — Natural Detail,Insects,"a blue morpho butterfly with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orb-weaver spider — Natural Detail,Arachnids,"a orb-weaver spider with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Triceratops — Natural Detail,Prehistoric animals,"a Triceratops with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
black rhinoceros — Natural Detail,African wildlife,"a black rhinoceros with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Siberian tiger — Natural Detail,Big cats,"a Siberian tiger with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
African wild dog — Natural Detail,Wild canines,"a African wild dog with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
polar bear — Natural Detail,Bears,"a polar bear with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bonobo — Natural Detail,Primates,"a bonobo with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
red deer — Natural Detail,Hoofed animals,"a red deer with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
koala — Natural Detail,Australian wildlife,"a koala with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
domestic pig — Natural Detail,Farm animals,"a domestic pig with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
border collie — Natural Detail,Domestic pets,"a border collie with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
scarlet macaw — Natural Detail,Birds,"a scarlet macaw with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wedge-tailed eagle — Natural Detail,Birds of prey,"a wedge-tailed eagle with authentic coat, skin, feather or scale detail, natural colouring and readable anatomy","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
