name,category,prompt,negative_prompt
People / Professional / Scientist — Older Man,People / Professional,"older adult man, authoritative and characterful, scientist, lab coat over practical clothing, examining a carefully prepared specimen, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Scientist — Elegant Woman,People / Professional,"adult woman with polished elegant presence, scientist, lab coat over practical clothing, examining a carefully prepared specimen, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Scientist — Rugged Man,People / Professional,"adult man with rugged practical presence, scientist, lab coat over practical clothing, examining a carefully prepared specimen, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Scientist — Androgynous Adult,People / Professional,"androgynous adult with distinctive contemporary presence, scientist, lab coat over practical clothing, examining a carefully prepared specimen, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Scientist — Character Portrait,People / Professional,"adult subject with memorable facial character and strong silhouette, scientist, lab coat over practical clothing, examining a carefully prepared specimen, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Young Adult Woman,People / Professional,"adult woman in her twenties, confident and capable, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Young Adult Man,People / Professional,"adult man in his twenties, confident and capable, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Mature Woman,People / Professional,"mature adult woman, composed and experienced, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Mature Man,People / Professional,"mature adult man, composed and experienced, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Older Woman,People / Professional,"older adult woman, authoritative and characterful, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Older Man,People / Professional,"older adult man, authoritative and characterful, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Elegant Woman,People / Professional,"adult woman with polished elegant presence, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Rugged Man,People / Professional,"adult man with rugged practical presence, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Androgynous Adult,People / Professional,"androgynous adult with distinctive contemporary presence, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Software Engineer — Character Portrait,People / Professional,"adult subject with memorable facial character and strong silhouette, software engineer, smart casual layers and workstation, debugging a complex system, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Young Adult Woman,People / Professional,"adult woman in her twenties, confident and capable, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Young Adult Man,People / Professional,"adult man in his twenties, confident and capable, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Mature Woman,People / Professional,"mature adult woman, composed and experienced, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Mature Man,People / Professional,"mature adult man, composed and experienced, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Older Woman,People / Professional,"older adult woman, authoritative and characterful, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Older Man,People / Professional,"older adult man, authoritative and characterful, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Elegant Woman,People / Professional,"adult woman with polished elegant presence, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Rugged Man,People / Professional,"adult man with rugged practical presence, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Androgynous Adult,People / Professional,"androgynous adult with distinctive contemporary presence, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Teacher — Character Portrait,People / Professional,"adult subject with memorable facial character and strong silhouette, teacher, approachable professional wardrobe, explaining a difficult concept clearly, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Young Adult Woman,People / Professional,"adult woman in her twenties, confident and capable, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Young Adult Man,People / Professional,"adult man in his twenties, confident and capable, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Mature Woman,People / Professional,"mature adult woman, composed and experienced, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Mature Man,People / Professional,"mature adult man, composed and experienced, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Older Woman,People / Professional,"older adult woman, authoritative and characterful, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Older Man,People / Professional,"older adult man, authoritative and characterful, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Elegant Woman,People / Professional,"adult woman with polished elegant presence, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Rugged Man,People / Professional,"adult man with rugged practical presence, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Androgynous Adult,People / Professional,"androgynous adult with distinctive contemporary presence, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Professional / Chef — Character Portrait,People / Professional,"adult subject with memorable facial character and strong silhouette, chef, clean chef whites and apron, finishing a refined plated dish, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Young Adult Woman,People / Trade,"adult woman in her twenties, confident and capable, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Young Adult Man,People / Trade,"adult man in his twenties, confident and capable, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Mature Woman,People / Trade,"mature adult woman, composed and experienced, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Mature Man,People / Trade,"mature adult man, composed and experienced, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Older Woman,People / Trade,"older adult woman, authoritative and characterful, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Older Man,People / Trade,"older adult man, authoritative and characterful, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Elegant Woman,People / Trade,"adult woman with polished elegant presence, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Rugged Man,People / Trade,"adult man with rugged practical presence, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Androgynous Adult,People / Trade,"androgynous adult with distinctive contemporary presence, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Electrician — Character Portrait,People / Trade,"adult subject with memorable facial character and strong silhouette, electrician, accurate protective workwear and tool belt, testing a commercial installation safely, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Young Adult Woman,People / Trade,"adult woman in her twenties, confident and capable, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Young Adult Man,People / Trade,"adult man in his twenties, confident and capable, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Mature Woman,People / Trade,"mature adult woman, composed and experienced, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Mature Man,People / Trade,"mature adult man, composed and experienced, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Older Woman,People / Trade,"older adult woman, authoritative and characterful, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Older Man,People / Trade,"older adult man, authoritative and characterful, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Elegant Woman,People / Trade,"adult woman with polished elegant presence, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Rugged Man,People / Trade,"adult man with rugged practical presence, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Androgynous Adult,People / Trade,"androgynous adult with distinctive contemporary presence, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Carpenter — Character Portrait,People / Trade,"adult subject with memorable facial character and strong silhouette, carpenter, durable workwear and measuring tools, joining finely cut timber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Young Adult Woman,People / Trade,"adult woman in her twenties, confident and capable, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Young Adult Man,People / Trade,"adult man in his twenties, confident and capable, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Mature Woman,People / Trade,"mature adult woman, composed and experienced, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Mature Man,People / Trade,"mature adult man, composed and experienced, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Older Woman,People / Trade,"older adult woman, authoritative and characterful, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Older Man,People / Trade,"older adult man, authoritative and characterful, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Elegant Woman,People / Trade,"adult woman with polished elegant presence, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Rugged Man,People / Trade,"adult man with rugged practical presence, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Androgynous Adult,People / Trade,"androgynous adult with distinctive contemporary presence, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Mechanic — Character Portrait,People / Trade,"adult subject with memorable facial character and strong silhouette, mechanic, clean workshop overalls and gloves, diagnosing a performance vehicle, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Young Adult Woman,People / Trade,"adult woman in her twenties, confident and capable, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Young Adult Man,People / Trade,"adult man in his twenties, confident and capable, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Mature Woman,People / Trade,"mature adult woman, composed and experienced, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Mature Man,People / Trade,"mature adult man, composed and experienced, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Older Woman,People / Trade,"older adult woman, authoritative and characterful, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Trade / Directional Driller — Older Man,People / Trade,"older adult man, authoritative and characterful, directional driller, high-visibility field gear and tracking equipment, guiding an underground bore with technical precision, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
