name,category,prompt,negative_prompt
Aston Martin Valkyrie — Factory Identity,Aston Martin,"a Aston Martin Valkyrie, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Regera — Factory Identity,Koenigsegg,"a Koenigsegg Regera, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Utopia — Factory Identity,Pagani,"a Pagani Utopia, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Bolide — Factory Identity,Bugatti,"a Bugatti Bolide, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Dodge Challenger SRT Demon 170 — Factory Identity,American muscle,"a Dodge Challenger SRT Demon 170, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Renault 5 Turbo — Factory Identity,Rally homologation,"a Renault 5 Turbo, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Maserati Bora — Factory Identity,Classic European sports,"a Maserati Bora, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Czinger 21C — Factory Identity,Modern hypercars,"a Czinger 21C, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Silvia S15 — Factory Identity,Nissan performance,"a Nissan Silvia S15, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota AE86 Sprinter Trueno — Factory Identity,Toyota performance,"a Toyota AE86 Sprinter Trueno, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 NC — Factory Identity,Mazda rotary and sports,"a Mazda MX-5 NC, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Integra Type R DC5 — Factory Identity,Honda performance,"a Honda Integra Type R DC5, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VII — Factory Identity,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VII, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 488 Pista — Factory Identity,Ferrari,"a Ferrari 488 Pista, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 992 — Factory Identity,Porsche 911,"a Porsche 911 992, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 356 Speedster — Factory Identity,Porsche sports,"a Porsche 356 Speedster, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Huracan — Factory Identity,Lamborghini,"a Lamborghini Huracan, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 765LT — Factory Identity,McLaren,"a McLaren 765LT, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz SLS AMG — Factory Identity,Mercedes-AMG,"a Mercedes-Benz SLS AMG, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M4 G82 — Factory Identity,BMW M,"a BMW M4 G82, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS7 — Factory Identity,Audi RS,"a Audi RS7, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin Valhalla — Factory Identity,Aston Martin,"a Aston Martin Valhalla, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Jesko — Factory Identity,Koenigsegg,"a Koenigsegg Jesko, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Tourbillon — Factory Identity,Bugatti,"a Bugatti Tourbillon, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Dodge Charger R/T 1969 — Factory Identity,American muscle,"a Dodge Charger R/T 1969, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi Quattro — Factory Identity,Rally homologation,"a Audi Quattro, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Renault Alpine A110 — Factory Identity,Classic European sports,"a Renault Alpine A110, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan 300ZX Z32 — Factory Identity,Nissan performance,"a Nissan 300ZX Z32, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Celica GT-Four ST205 — Factory Identity,Toyota performance,"a Toyota Celica GT-Four ST205, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 ND — Factory Identity,Mazda rotary and sports,"a Mazda MX-5 ND, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Civic Type R EK9 — Factory Identity,Honda performance,"a Honda Civic Type R EK9, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VIII — Factory Identity,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VIII, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari F8 Tributo — Factory Identity,Ferrari,"a Ferrari F8 Tributo, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 GT3 RS 997 — Factory Identity,Porsche 911,"a Porsche 911 GT3 RS 997, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Revuelto — Factory Identity,Lamborghini,"a Lamborghini Revuelto, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren Senna — Factory Identity,McLaren,"a McLaren Senna, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz CLK GTR — Factory Identity,Mercedes-AMG,"a Mercedes-Benz CLK GTR, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M5 E39 — Factory Identity,BMW M,"a BMW M5 E39, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi R8 V10 Performance — Factory Identity,Audi RS,"a Audi R8 V10 Performance, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin One-77 — Factory Identity,Aston Martin,"a Aston Martin One-77, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Gemera — Factory Identity,Koenigsegg,"a Koenigsegg Gemera, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Plymouth Hemi Cuda — Factory Identity,American muscle,"a Plymouth Hemi Cuda, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Celica GT-Four ST185 — Factory Identity,Rally homologation,"a Toyota Celica GT-Four ST185, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
AC Cobra — Factory Identity,Classic European sports,"a AC Cobra, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
NIO EP9 — Factory Identity,Modern hypercars,"a NIO EP9, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Fairlady Z 240Z — Factory Identity,Nissan performance,"a Nissan Fairlady Z 240Z, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota GR Yaris — Factory Identity,Toyota performance,"a Toyota GR Yaris, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Civic Type R FK8 — Factory Identity,Honda performance,"a Honda Civic Type R FK8, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution IX — Factory Identity,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution IX, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 812 Superfast — Factory Identity,Ferrari,"a Ferrari 812 Superfast, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 GT3 RS 991 — Factory Identity,Porsche 911,"a Porsche 911 GT3 RS 991, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Sian — Factory Identity,Lamborghini,"a Lamborghini Sian, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren Speedtail — Factory Identity,McLaren,"a McLaren Speedtail, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz 190E 2.5-16 Evolution II — Factory Identity,Mercedes-AMG,"a Mercedes-Benz 190E 2.5-16 Evolution II, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M5 E60 — Factory Identity,BMW M,"a BMW M5 E60, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi Sport Quattro — Factory Identity,Audi RS,"a Audi Sport Quattro, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pontiac GTO Judge — Factory Identity,American muscle,"a Pontiac GTO Judge, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru Impreza 22B STI — Factory Identity,Rally homologation,"a Subaru Impreza 22B STI, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Europa — Factory Identity,Classic European sports,"a Lotus Europa, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Z Nismo — Factory Identity,Nissan performance,"a Nissan Z Nismo, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota GR86 — Factory Identity,Toyota performance,"a Toyota GR86, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Civic Type R FL5 — Factory Identity,Honda performance,"a Honda Civic Type R FL5, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution X — Factory Identity,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution X, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari SF90 Stradale — Factory Identity,Ferrari,"a Ferrari SF90 Stradale, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 GT3 RS 992 — Factory Identity,Porsche 911,"a Porsche 911 GT3 RS 992, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Veneno — Factory Identity,Lamborghini,"a Lamborghini Veneno, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren Artura — Factory Identity,McLaren,"a McLaren Artura, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M5 CS — Factory Identity,BMW M,"a BMW M5 CS, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Chevrolet Corvette Z06 C8 — Factory Identity,American muscle,"a Chevrolet Corvette Z06 C8, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VI Tommi Makinen Edition — Factory Identity,Rally homologation,"a Mitsubishi Lancer Evolution VI Tommi Makinen Edition, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 550 Spyder — Factory Identity,Classic European sports,"a Porsche 550 Spyder, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota MR2 AW11 — Factory Identity,Toyota performance,"a Toyota MR2 AW11, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi 3000GT VR-4 — Factory Identity,Mitsubishi Evolution,"a Mitsubishi 3000GT VR-4, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 296 GTB — Factory Identity,Ferrari,"a Ferrari 296 GTB, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 Turbo S 992 — Factory Identity,Porsche 911,"a Porsche 911 Turbo S 992, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Urus — Factory Identity,Lamborghini,"a Lamborghini Urus, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW Z8 — Factory Identity,BMW M,"a BMW Z8, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford GT 2005 — Factory Identity,American muscle,"a Ford GT 2005, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota MR2 SW20 — Factory Identity,Toyota performance,"a Toyota MR2 SW20, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari LaFerrari — Factory Identity,Ferrari,"a Ferrari LaFerrari, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford GT 2017 — Factory Identity,American muscle,"a Ford GT 2017, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari Daytona SP3 — Factory Identity,Ferrari,"a Ferrari Daytona SP3, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari Roma — Factory Identity,Ferrari,"a Ferrari Roma, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari Purosangue — Factory Identity,Ferrari,"a Ferrari Purosangue, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 250 GTO — Factory Identity,Ferrari,"a Ferrari 250 GTO, recognisable factory body shape, generation-correct styling cues and clean model identity","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Skyline GT-R R32 — Three-Quarter Form,Nissan performance,"a Nissan Skyline GT-R R32 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Supra A40 — Three-Quarter Form,Toyota performance,"a Toyota Supra A40 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda RX-7 SA22C — Three-Quarter Form,Mazda rotary and sports,"a Mazda RX-7 SA22C with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda NSX NA1 — Three-Quarter Form,Honda performance,"a Honda NSX NA1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution I — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution I with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru Impreza WRX STI GC8 — Three-Quarter Form,Subaru STI,"a Subaru Impreza WRX STI GC8 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 288 GTO — Three-Quarter Form,Ferrari,"a Ferrari 288 GTO with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 930 — Three-Quarter Form,Porsche 911,"a Porsche 911 930 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche Carrera GT — Three-Quarter Form,Porsche sports,"a Porsche Carrera GT with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Miura — Three-Quarter Form,Lamborghini,"a Lamborghini Miura with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren F1 — Three-Quarter Form,McLaren,"a McLaren F1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG GT Black Series — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG GT Black Series with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M1 — Three-Quarter Form,BMW M,"a BMW M1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS2 Avant — Three-Quarter Form,Audi RS,"a Audi RS2 Avant with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Esprit — Three-Quarter Form,Lotus,"a Lotus Esprit with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin DB5 — Three-Quarter Form,Aston Martin,"a Aston Martin DB5 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg CC8S — Three-Quarter Form,Koenigsegg,"a Koenigsegg CC8S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Zonda C12 — Three-Quarter Form,Pagani,"a Pagani Zonda C12 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti EB110 — Three-Quarter Form,Bugatti,"a Bugatti EB110 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford Mustang Boss 429 — Three-Quarter Form,American muscle,"a Ford Mustang Boss 429 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lancia Delta HF Integrale — Three-Quarter Form,Rally homologation,"a Lancia Delta HF Integrale with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Jaguar E-Type — Three-Quarter Form,Classic European sports,"a Jaguar E-Type with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Rimac Nevera — Three-Quarter Form,Modern hypercars,"a Rimac Nevera with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Skyline GT-R R33 — Three-Quarter Form,Nissan performance,"a Nissan Skyline GT-R R33 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Supra A60 — Three-Quarter Form,Toyota performance,"a Toyota Supra A60 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda RX-7 FC3S — Three-Quarter Form,Mazda rotary and sports,"a Mazda RX-7 FC3S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda NSX NA2 — Three-Quarter Form,Honda performance,"a Honda NSX NA2 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution II — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution II with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru Impreza WRX STI GD — Three-Quarter Form,Subaru STI,"a Subaru Impreza WRX STI GD with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari F40 — Three-Quarter Form,Ferrari,"a Ferrari F40 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 964 — Three-Quarter Form,Porsche 911,"a Porsche 911 964 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 918 Spyder — Three-Quarter Form,Porsche sports,"a Porsche 918 Spyder with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Countach — Three-Quarter Form,Lamborghini,"a Lamborghini Countach with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren P1 — Three-Quarter Form,McLaren,"a McLaren P1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG GT R — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG GT R with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M3 E30 — Three-Quarter Form,BMW M,"a BMW M3 E30 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS3 — Three-Quarter Form,Audi RS,"a Audi RS3 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Elise S1 — Three-Quarter Form,Lotus,"a Lotus Elise S1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin V8 Vantage — Three-Quarter Form,Aston Martin,"a Aston Martin V8 Vantage with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg CCR — Three-Quarter Form,Koenigsegg,"a Koenigsegg CCR with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Zonda F — Three-Quarter Form,Pagani,"a Pagani Zonda F with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Veyron — Three-Quarter Form,Bugatti,"a Bugatti Veyron with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford Mustang Shelby GT500 — Three-Quarter Form,American muscle,"a Ford Mustang Shelby GT500 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
