name,category,prompt,negative_prompt
weathered revenant — Gothic,Undead,"a gothic interpretation of weathered revenant, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain haunted doll — Gothic,Haunted dolls,"a gothic interpretation of porcelain haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed music box — Gothic,Cursed objects,"a gothic interpretation of cursed music box, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ritual-circle entity — Gothic,Occult entities,"a gothic interpretation of ritual-circle entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impossible star creature — Gothic,Cosmic horror,"a gothic interpretation of impossible star creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered swamp monster — Gothic,Swamp monsters,"a gothic interpretation of moss-covered swamp monster, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blind cave crawler — Gothic,Cave creatures,"a gothic interpretation of blind cave crawler, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
abandoned laboratory specimen — Gothic,Laboratory subjects,"a gothic interpretation of abandoned laboratory specimen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
broadcast interruption figure — Gothic,Analog horror,"a gothic interpretation of broadcast interruption figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
doorway shadow figure — Gothic,Shadow figures,"a gothic interpretation of doorway shadow figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
symmetrical flesh construct — Gothic,Body horror,"a gothic interpretation of symmetrical flesh construct, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ghostly black dog — Gothic,Supernatural animals,"a gothic interpretation of ghostly black dog, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cathedral beast — Gothic,Gothic creatures,"a gothic interpretation of cathedral beast, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mourning ghost — Gothic,Ghosts,"a gothic interpretation of mourning ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mirror apparition — Gothic,Apparitions,"a gothic interpretation of mirror apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering vampire — Gothic,Vampires,"a gothic interpretation of wandering vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
urban werewolf — Gothic,Werewolves,"a gothic interpretation of urban werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured skeleton — Gothic,Undead,"a gothic interpretation of armoured skeleton, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloth haunted doll — Gothic,Haunted dolls,"a gothic interpretation of cloth haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed portrait — Gothic,Cursed objects,"a gothic interpretation of cursed portrait, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hooded omen — Gothic,Occult entities,"a gothic interpretation of hooded omen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
void-born observer — Gothic,Cosmic horror,"a gothic interpretation of void-born observer, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
reed creature — Gothic,Swamp monsters,"a gothic interpretation of reed creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal cave predator — Gothic,Cave creatures,"a gothic interpretation of crystal cave predator, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
containment-tank humanoid — Gothic,Laboratory subjects,"a gothic interpretation of containment-tank humanoid, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
public-access mascot entity — Gothic,Analog horror,"a gothic interpretation of public-access mascot entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Gothic,Shadow figures,"a gothic interpretation of hat-wearing shadow figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Gothic,Body horror,"a gothic interpretation of porcelain-skinned mutation, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Gothic,Supernatural animals,"a gothic interpretation of spectral raven, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Gothic,Gothic creatures,"a gothic interpretation of velvet-winged night creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Gothic,Ghosts,"a gothic interpretation of railway ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Gothic,Apparitions,"a gothic interpretation of rain-soaked apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Gothic,Vampires,"a gothic interpretation of ancient vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Gothic,Werewolves,"a gothic interpretation of snowfield werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Gothic,Undead,"a gothic interpretation of silent mummy, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Gothic,Haunted dolls,"a gothic interpretation of clockwork haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Gothic,Cursed objects,"a gothic interpretation of cursed telephone, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
candlelit watcher — Gothic,Occult entities,"a gothic interpretation of candlelit watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed cosmic entity — Gothic,Cosmic horror,"a gothic interpretation of many-eyed cosmic entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog guardian — Gothic,Swamp monsters,"a gothic interpretation of bog guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
echoing tunnel creature — Gothic,Cave creatures,"a gothic interpretation of echoing tunnel creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
failed synthetic organism — Gothic,Laboratory subjects,"a gothic interpretation of failed synthetic organism, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
distorted emergency-warning face — Gothic,Analog horror,"a gothic interpretation of distorted emergency-warning face, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bedside silhouette — Gothic,Shadow figures,"a gothic interpretation of bedside silhouette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
limb-folding creature — Gothic,Body horror,"a gothic interpretation of limb-folding creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed deer — Gothic,Supernatural animals,"a gothic interpretation of many-eyed deer, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bell-tower watcher — Gothic,Gothic creatures,"a gothic interpretation of bell-tower watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library ghost — Gothic,Ghosts,"a gothic interpretation of library ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stairwell apparition — Gothic,Apparitions,"a gothic interpretation of stairwell apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked vampire — Gothic,Vampires,"a gothic interpretation of masked vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elder werewolf — Gothic,Werewolves,"a gothic interpretation of elder werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog corpse — Gothic,Undead,"a gothic interpretation of bog corpse, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ventriloquist dummy — Gothic,Haunted dolls,"a gothic interpretation of ventriloquist dummy, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed camera — Gothic,Cursed objects,"a gothic interpretation of cursed camera, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sigil-bound entity — Gothic,Occult entities,"a gothic interpretation of sigil-bound entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
geometric abyss creature — Gothic,Cosmic horror,"a gothic interpretation of geometric abyss creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mangrove stalker — Gothic,Swamp monsters,"a gothic interpretation of mangrove stalker, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pale cavern giant — Gothic,Cave creatures,"a gothic interpretation of pale cavern giant, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
runaway bio-mechanical subject — Gothic,Laboratory subjects,"a gothic interpretation of runaway bio-mechanical subject, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
training-tape intruder — Gothic,Analog horror,"a gothic interpretation of training-tape intruder, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
streetlight shadow person — Gothic,Shadow figures,"a gothic interpretation of streetlight shadow person, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
organic machine hybrid — Gothic,Body horror,"a gothic interpretation of organic machine hybrid, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
shadow horse — Gothic,Supernatural animals,"a gothic interpretation of shadow horse, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rose-thorn monster — Gothic,Gothic creatures,"a gothic interpretation of rose-thorn monster, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour ghost — Gothic,Ghosts,"a gothic interpretation of harbour ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
window apparition — Gothic,Apparitions,"a gothic interpretation of window apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ruined-castle vampire — Gothic,Vampires,"a gothic interpretation of ruined-castle vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit werewolf — Gothic,Werewolves,"a gothic interpretation of moonlit werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead sailor — Gothic,Undead,"a gothic interpretation of undead sailor, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antique puppet — Gothic,Haunted dolls,"a gothic interpretation of antique puppet, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed wedding dress — Gothic,Cursed objects,"a gothic interpretation of cursed wedding dress, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked occult figure — Gothic,Occult entities,"a gothic interpretation of masked occult figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial parasite — Gothic,Cosmic horror,"a gothic interpretation of celestial parasite, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mud-born entity — Gothic,Swamp monsters,"a gothic interpretation of mud-born entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stalactite mimic — Gothic,Cave creatures,"a gothic interpretation of stalactite mimic, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sealed-room anomaly — Gothic,Laboratory subjects,"a gothic interpretation of sealed-room anomaly, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
signal-born silhouette — Gothic,Analog horror,"a gothic interpretation of signal-born silhouette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corner watcher — Gothic,Shadow figures,"a gothic interpretation of corner watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flowering humanoid mutation — Gothic,Body horror,"a gothic interpretation of flowering humanoid mutation, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed white owl — Gothic,Supernatural animals,"a gothic interpretation of cursed white owl, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt guardian — Gothic,Gothic creatures,"a gothic interpretation of crypt guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter ghost — Gothic,Ghosts,"a gothic interpretation of winter ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
field apparition — Gothic,Apparitions,"a gothic interpretation of field apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nocturnal vampire hunter — Gothic,Vampires,"a gothic interpretation of nocturnal vampire hunter, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
feral lycanthrope — Gothic,Werewolves,"a gothic interpretation of feral lycanthrope, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forgotten tomb guardian — Gothic,Undead,"a gothic interpretation of forgotten tomb guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nursery marionette — Gothic,Haunted dolls,"a gothic interpretation of nursery marionette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed grandfather clock — Gothic,Cursed objects,"a gothic interpretation of cursed grandfather clock, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antlered forest omen — Gothic,Occult entities,"a gothic interpretation of antlered forest omen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-space leviathan — Gothic,Cosmic horror,"a gothic interpretation of deep-space leviathan, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
marsh lantern beast — Gothic,Swamp monsters,"a gothic interpretation of marsh lantern beast, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
subterranean moth creature — Gothic,Cave creatures,"a gothic interpretation of subterranean moth creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
obsolete experiment — Gothic,Laboratory subjects,"a gothic interpretation of obsolete experiment, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
station-ident creature — Gothic,Analog horror,"a gothic interpretation of station-ident creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elongated stairwell shadow — Gothic,Shadow figures,"a gothic interpretation of elongated stairwell shadow, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
skinless anatomical apparition — Gothic,Body horror,"a gothic interpretation of skinless anatomical apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mist-covered wolf — Gothic,Supernatural animals,"a gothic interpretation of mist-covered wolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
gargoyle sentinel — Haunting,Gothic creatures,"a haunting gargoyle sentinel with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
lantern ghost — Haunting,Ghosts,"a haunting lantern ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corridor apparition — Haunting,Apparitions,"a haunting corridor apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
aristocratic vampire — Haunting,Vampires,"a haunting aristocratic vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest werewolf — Haunting,Werewolves,"a haunting forest werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weathered revenant — Haunting,Undead,"a haunting weathered revenant with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain haunted doll — Haunting,Haunted dolls,"a haunting porcelain haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed music box — Haunting,Cursed objects,"a haunting cursed music box with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ritual-circle entity — Haunting,Occult entities,"a haunting ritual-circle entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impossible star creature — Haunting,Cosmic horror,"a haunting impossible star creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered swamp monster — Haunting,Swamp monsters,"a haunting moss-covered swamp monster with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blind cave crawler — Haunting,Cave creatures,"a haunting blind cave crawler with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
abandoned laboratory specimen — Haunting,Laboratory subjects,"a haunting abandoned laboratory specimen with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
broadcast interruption figure — Haunting,Analog horror,"a haunting broadcast interruption figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
doorway shadow figure — Haunting,Shadow figures,"a haunting doorway shadow figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
symmetrical flesh construct — Haunting,Body horror,"a haunting symmetrical flesh construct with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ghostly black dog — Haunting,Supernatural animals,"a haunting ghostly black dog with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cathedral beast — Haunting,Gothic creatures,"a haunting cathedral beast with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mourning ghost — Haunting,Ghosts,"a haunting mourning ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mirror apparition — Haunting,Apparitions,"a haunting mirror apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering vampire — Haunting,Vampires,"a haunting wandering vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
urban werewolf — Haunting,Werewolves,"a haunting urban werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured skeleton — Haunting,Undead,"a haunting armoured skeleton with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloth haunted doll — Haunting,Haunted dolls,"a haunting cloth haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed portrait — Haunting,Cursed objects,"a haunting cursed portrait with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hooded omen — Haunting,Occult entities,"a haunting hooded omen with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
void-born observer — Haunting,Cosmic horror,"a haunting void-born observer with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
reed creature — Haunting,Swamp monsters,"a haunting reed creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal cave predator — Haunting,Cave creatures,"a haunting crystal cave predator with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
containment-tank humanoid — Haunting,Laboratory subjects,"a haunting containment-tank humanoid with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
public-access mascot entity — Haunting,Analog horror,"a haunting public-access mascot entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Haunting,Shadow figures,"a haunting hat-wearing shadow figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Haunting,Body horror,"a haunting porcelain-skinned mutation with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Haunting,Supernatural animals,"a haunting spectral raven with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Haunting,Gothic creatures,"a haunting velvet-winged night creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Haunting,Ghosts,"a haunting railway ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Haunting,Apparitions,"a haunting rain-soaked apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Haunting,Vampires,"a haunting ancient vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Haunting,Werewolves,"a haunting snowfield werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Haunting,Undead,"a haunting silent mummy with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Haunting,Haunted dolls,"a haunting clockwork haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Haunting,Cursed objects,"a haunting cursed telephone with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
