name,category,prompt,negative_prompt
Car / Dodge Challenger SRT Demon 170 — Rear Identity,Cars / American muscle,"a Dodge Challenger SRT Demon 170 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Renault 5 Turbo — Rear Identity,Cars / Rally homologation,"a Renault 5 Turbo showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Maserati Bora — Rear Identity,Cars / Classic European sports,"a Maserati Bora showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Czinger 21C — Rear Identity,Cars / Modern hypercars,"a Czinger 21C showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Nissan Silvia S15 — Rear Identity,Cars / Nissan performance,"a Nissan Silvia S15 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Toyota AE86 Sprinter Trueno — Rear Identity,Cars / Toyota performance,"a Toyota AE86 Sprinter Trueno showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mazda MX-5 NC — Rear Identity,Cars / Mazda rotary and sports,"a Mazda MX-5 NC showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Honda Integra Type R DC5 — Rear Identity,Cars / Honda performance,"a Honda Integra Type R DC5 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mitsubishi Lancer Evolution VII — Rear Identity,Cars / Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VII showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Ferrari 488 Pista — Rear Identity,Cars / Ferrari,"a Ferrari 488 Pista showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Porsche 911 992 — Rear Identity,Cars / Porsche 911,"a Porsche 911 992 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Porsche 356 Speedster — Rear Identity,Cars / Porsche sports,"a Porsche 356 Speedster showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Lamborghini Huracan — Rear Identity,Cars / Lamborghini,"a Lamborghini Huracan showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / McLaren 765LT — Rear Identity,Cars / McLaren,"a McLaren 765LT showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mercedes-Benz SLS AMG — Rear Identity,Cars / Mercedes-AMG,"a Mercedes-Benz SLS AMG showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / BMW M4 G82 — Rear Identity,Cars / BMW M,"a BMW M4 G82 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Audi RS7 — Rear Identity,Cars / Audi RS,"a Audi RS7 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Aston Martin Valhalla — Rear Identity,Cars / Aston Martin,"a Aston Martin Valhalla showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Koenigsegg Jesko — Rear Identity,Cars / Koenigsegg,"a Koenigsegg Jesko showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Bugatti Tourbillon — Rear Identity,Cars / Bugatti,"a Bugatti Tourbillon showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Dodge Charger R/T 1969 — Rear Identity,Cars / American muscle,"a Dodge Charger R/T 1969 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Audi Quattro — Rear Identity,Cars / Rally homologation,"a Audi Quattro showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Renault Alpine A110 — Rear Identity,Cars / Classic European sports,"a Renault Alpine A110 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Nissan 300ZX Z32 — Rear Identity,Cars / Nissan performance,"a Nissan 300ZX Z32 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Toyota Celica GT-Four ST205 — Rear Identity,Cars / Toyota performance,"a Toyota Celica GT-Four ST205 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mazda MX-5 ND — Rear Identity,Cars / Mazda rotary and sports,"a Mazda MX-5 ND showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Honda Civic Type R EK9 — Rear Identity,Cars / Honda performance,"a Honda Civic Type R EK9 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mitsubishi Lancer Evolution VIII — Rear Identity,Cars / Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VIII showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Ferrari F8 Tributo — Rear Identity,Cars / Ferrari,"a Ferrari F8 Tributo showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Porsche 911 GT3 RS 997 — Rear Identity,Cars / Porsche 911,"a Porsche 911 GT3 RS 997 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Lamborghini Revuelto — Rear Identity,Cars / Lamborghini,"a Lamborghini Revuelto showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / McLaren Senna — Rear Identity,Cars / McLaren,"a McLaren Senna showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / Mercedes-Benz CLK GTR — Rear Identity,Cars / Mercedes-AMG,"a Mercedes-Benz CLK GTR showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Car / BMW M5 E39 — Rear Identity,Cars / BMW M,"a BMW M5 E39 showing its distinctive rear design, proportions, lighting signature and model-specific silhouette","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / ancient mountain dragon — Heroic,Fantasy / Dragons,"a heroic ancient mountain dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / golden griffin — Heroic,Fantasy / Griffins,"a heroic golden griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / ember phoenix — Heroic,Fantasy / Phoenixes,"a heroic ember phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / silver unicorn — Heroic,Fantasy / Unicorns,"a heroic silver unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / wood elf ranger — Heroic,Fantasy / Elves,"a heroic wood elf ranger, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dwarf runesmith — Heroic,Fantasy / Dwarves,"a heroic dwarf runesmith, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / orc chieftain — Heroic,Fantasy / Orcs,"a heroic orc chieftain, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / goblin tinkerer — Heroic,Fantasy / Goblins,"a heroic goblin tinkerer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / flower fae — Heroic,Fantasy / Fae,"a heroic flower fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / coral merfolk guardian — Heroic,Fantasy / Merfolk,"a heroic coral merfolk guardian, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / stone giant — Heroic,Fantasy / Giants,"a heroic stone giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / star wizard — Heroic,Fantasy / Wizards,"a heroic star wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / hedge witch — Heroic,Fantasy / Witches,"a heroic hedge witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dragon knight — Heroic,Fantasy / Knights,"a heroic dragon knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / graveyard necromancer — Heroic,Fantasy / Necromancers,"a heroic graveyard necromancer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / empty enchanted plate armour — Heroic,Fantasy / Enchanted armour,"a heroic empty enchanted plate armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / moon rabbit spirit — Heroic,Fantasy / Magical creatures,"a heroic moon rabbit spirit, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / chimera — Heroic,Fantasy / Mythical beasts,"a heroic chimera, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / living spellbook — Heroic,Fantasy / Living objects,"a heroic living spellbook, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dragon-drawn carriage — Heroic,Fantasy / Fantasy vehicles,"a heroic dragon-drawn carriage, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / tiny shoulder dragon — Heroic,Fantasy / Fantasy companions,"a heroic tiny shoulder dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / crystal-scaled dragon — Heroic,Fantasy / Dragons,"a heroic crystal-scaled dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / snow griffin — Heroic,Fantasy / Griffins,"a heroic snow griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / solar phoenix — Heroic,Fantasy / Phoenixes,"a heroic solar phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / forest unicorn — Heroic,Fantasy / Unicorns,"a heroic forest unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / high elf scholar — Heroic,Fantasy / Elves,"a heroic high elf scholar, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dwarf mountain sentinel — Heroic,Fantasy / Dwarves,"a heroic dwarf mountain sentinel, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / orc scout — Heroic,Fantasy / Orcs,"a heroic orc scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / goblin merchant — Heroic,Fantasy / Goblins,"a heroic goblin merchant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / mushroom fae — Heroic,Fantasy / Fae,"a heroic mushroom fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / deep-sea merfolk oracle — Heroic,Fantasy / Merfolk,"a heroic deep-sea merfolk oracle, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / cloud giant — Heroic,Fantasy / Giants,"a heroic cloud giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / weather wizard — Heroic,Fantasy / Wizards,"a heroic weather wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / storm witch — Heroic,Fantasy / Witches,"a heroic storm witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / rune knight — Heroic,Fantasy / Knights,"a heroic rune knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / bone oracle — Heroic,Fantasy / Necromancers,"a heroic bone oracle, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / living crystal armour — Heroic,Fantasy / Enchanted armour,"a heroic living crystal armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / crystal stag — Heroic,Fantasy / Magical creatures,"a heroic crystal stag, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / manticore — Heroic,Fantasy / Mythical beasts,"a heroic manticore, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / walking lantern — Heroic,Fantasy / Living objects,"a heroic walking lantern, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / rune-powered airship — Heroic,Fantasy / Fantasy vehicles,"a heroic rune-powered airship, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / floating familiar orb — Heroic,Fantasy / Fantasy companions,"a heroic floating familiar orb, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / storm dragon — Heroic,Fantasy / Dragons,"a heroic storm dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / storm griffin — Heroic,Fantasy / Griffins,"a heroic storm griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / moonlit phoenix — Heroic,Fantasy / Phoenixes,"a heroic moonlit phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / celestial unicorn — Heroic,Fantasy / Unicorns,"a heroic celestial unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / moon elf guardian — Heroic,Fantasy / Elves,"a heroic moon elf guardian, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dwarf explorer — Heroic,Fantasy / Dwarves,"a heroic dwarf explorer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / orc shaman — Heroic,Fantasy / Orcs,"a heroic orc shaman, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / goblin cave guide — Heroic,Fantasy / Goblins,"a heroic goblin cave guide, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / winter fae — Heroic,Fantasy / Fae,"a heroic winter fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / river merfolk scout — Heroic,Fantasy / Merfolk,"a heroic river merfolk scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / frost giant — Heroic,Fantasy / Giants,"a heroic frost giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / rune wizard — Heroic,Fantasy / Wizards,"a heroic rune wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / forest witch — Heroic,Fantasy / Witches,"a heroic forest witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / moon knight — Heroic,Fantasy / Knights,"a heroic moon knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / spectral necromancer — Heroic,Fantasy / Necromancers,"a heroic spectral necromancer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / rune-bound armour — Heroic,Fantasy / Enchanted armour,"a heroic rune-bound armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / cloud fox — Heroic,Fantasy / Magical creatures,"a heroic cloud fox, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / basilisk — Heroic,Fantasy / Mythical beasts,"a heroic basilisk, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / enchanted clock — Heroic,Fantasy / Living objects,"a heroic enchanted clock, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / crystal sailing vessel — Heroic,Fantasy / Fantasy vehicles,"a heroic crystal sailing vessel, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / rune-marked wolf companion — Heroic,Fantasy / Fantasy companions,"a heroic rune-marked wolf companion, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / forest dragon — Heroic,Fantasy / Dragons,"a heroic forest dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / forest griffin — Heroic,Fantasy / Griffins,"a heroic forest griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / frost phoenix — Heroic,Fantasy / Phoenixes,"a heroic frost phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / desert unicorn — Heroic,Fantasy / Unicorns,"a heroic desert unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / desert elf scout — Heroic,Fantasy / Elves,"a heroic desert elf scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / dwarf engineer — Heroic,Fantasy / Dwarves,"a heroic dwarf engineer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / orc blacksmith — Heroic,Fantasy / Orcs,"a heroic orc blacksmith, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / goblin alchemist — Heroic,Fantasy / Goblins,"a heroic goblin alchemist, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / river fae — Heroic,Fantasy / Fae,"a heroic river fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / pearl merfolk noble — Heroic,Fantasy / Merfolk,"a heroic pearl merfolk noble, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / forest giant — Heroic,Fantasy / Giants,"a heroic forest giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / wandering wizard — Heroic,Fantasy / Wizards,"a heroic wandering wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / astral witch — Heroic,Fantasy / Witches,"a heroic astral witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / thorn knight — Heroic,Fantasy / Knights,"a heroic thorn knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / crypt scholar — Heroic,Fantasy / Necromancers,"a heroic crypt scholar, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / vine-covered guardian armour — Heroic,Fantasy / Enchanted armour,"a heroic vine-covered guardian armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / ember salamander — Heroic,Fantasy / Magical creatures,"a heroic ember salamander, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / hippogriff — Heroic,Fantasy / Mythical beasts,"a heroic hippogriff, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / talking mirror — Heroic,Fantasy / Living objects,"a heroic talking mirror, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / walking forest wagon — Heroic,Fantasy / Fantasy vehicles,"a heroic walking forest wagon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / clockwork owl companion — Heroic,Fantasy / Fantasy companions,"a heroic clockwork owl companion, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / moon dragon — Heroic,Fantasy / Dragons,"a heroic moon dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / royal griffin — Heroic,Fantasy / Griffins,"a heroic royal griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / verdant phoenix — Heroic,Fantasy / Phoenixes,"a heroic verdant phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / armoured unicorn — Heroic,Fantasy / Unicorns,"a heroic armoured unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Fantasy / sea elf navigator — Heroic,Fantasy / Elves,"a heroic sea elf navigator, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
